Country,Customer ID,R,F,M,R Score,F Score,M Score,RFM Score,Segmentation
United Kingdom,14023.0,4390,2,584.07,5,3,3,533,Titanium
United Kingdom,14024.0,4504,2,327.7,2,3,2,232,Silver
United Kingdom,14027.0,4443,1,104.82,3,1,1,311,Gold
United Kingdom,14029.0,4446,2,467.66,3,3,2,332,Gold
United Kingdom,14030.0,4401,8,2376.69,4,5,5,455,Platinum
United Kingdom,14031.0,4390,19,17286.86,5,5,5,555,Titanium
United Kingdom,14032.0,4385,11,2975.59,5,5,5,555,Titanium
United Kingdom,14034.0,4405,3,652.64,4,3,3,433,Platinum
United Kingdom,14035.0,4411,5,1438.17,4,4,4,444,Platinum
United Kingdom,14036.0,4667,1,626.65,1,1,3,113,Bronze
United Kingdom,14037.0,4559,2,147.20000000000002,2,3,1,231,Silver
United Kingdom,14038.0,4461,3,1560.38,2,3,4,234,Silver
United Kingdom,14039.0,4416,1,152.2,3,1,1,311,Gold
United Kingdom,14040.0,4423,12,3732.4700000000003,3,5,5,355,Gold
United Kingdom,14041.0,4649,1,141.41,1,1,1,111,Bronze
United Kingdom,14044.0,4409,4,646.42,4,4,3,443,Platinum
United Kingdom,14045.0,4492,4,1659.75,2,4,4,244,Silver
United Kingdom,14046.0,4667,1,154.99,1,1,1,111,Bronze
United Kingdom,14047.0,4391,5,1308.6100000000001,5,4,4,544,Titanium
United Kingdom,14048.0,4688,1,421.63,1,1,2,112,Bronze
United Kingdom,14049.0,4399,4,5606.62,4,4,5,445,Platinum
United Kingdom,14050.0,4414,2,746.36,4,3,3,433,Platinum
United Kingdom,14051.0,4383,23,15663.49,5,5,5,555,Titanium
United Kingdom,14052.0,4402,1,225.35999999999999,4,1,1,411,Platinum
United Kingdom,14053.0,4507,2,385.25,2,3,2,232,Silver
United Kingdom,14054.0,4448,1,92.46000000000001,3,1,1,311,Gold
United Kingdom,14055.0,4489,1,725.64,2,1,3,213,Silver
United Kingdom,14056.0,4384,23,8338.41,5,5,5,555,Titanium
United Kingdom,14057.0,4406,17,6211.66,4,5,5,455,Platinum
United Kingdom,14059.0,4649,1,183.6,1,1,1,111,Bronze
United Kingdom,14060.0,4387,19,6140.42,5,5,5,555,Titanium
United Kingdom,14062.0,4392,12,10464.85,5,5,5,555,Titanium
United Kingdom,14064.0,4412,5,1398.61,4,4,4,444,Platinum
United Kingdom,14066.0,4649,1,152.55,1,1,1,111,Bronze
United Kingdom,14067.0,4446,2,374.7,3,3,2,332,Gold
United Kingdom,14068.0,4703,1,288.95,1,1,2,112,Bronze
United Kingdom,14071.0,4386,8,1443.33,5,5,4,554,Titanium
United Kingdom,14073.0,4415,1,151.04,4,1,1,411,Platinum
United Kingdom,14075.0,4387,3,942.26,5,3,3,533,Titanium
United Kingdom,14076.0,4512,1,123.67,2,1,1,211,Silver
United Kingdom,14077.0,4423,5,499.42,3,4,3,343,Gold
United Kingdom,14078.0,4484,6,1049.37,2,5,4,254,Silver
United Kingdom,14079.0,4507,1,375.1,2,1,2,212,Silver
United Kingdom,14080.0,4415,1,45.599999999999994,4,1,1,411,Platinum
United Kingdom,14081.0,4685,2,964.27,1,3,4,134,Bronze
United Kingdom,14082.0,4747,1,190.05,1,1,1,111,Bronze
United Kingdom,14083.0,4387,9,1002.9,5,5,4,554,Titanium
United Kingdom,14085.0,4385,18,4457.68,5,5,5,555,Titanium
United Kingdom,14087.0,4385,1,239.69,5,1,1,511,Titanium
United Kingdom,14088.0,4393,13,50491.81,5,5,5,555,Titanium
United Kingdom,14089.0,4439,1,158.75,3,1,1,311,Gold
United Kingdom,14090.0,4707,1,76.32000000000001,1,1,1,111,Bronze
United Kingdom,14092.0,4390,14,4076.91,5,5,5,555,Titanium
United Kingdom,14093.0,4395,1,457.11,5,1,2,512,Titanium
United Kingdom,14096.0,4387,17,65940.74,5,5,5,555,Titanium
United Kingdom,14098.0,4419,1,147.35,3,1,1,311,Gold
United Kingdom,14099.0,4399,11,3104.17,4,5,5,455,Platinum
United Kingdom,14100.0,4520,1,194.8,2,1,1,211,Silver
United Kingdom,14101.0,4456,6,5976.79,2,5,5,255,Silver
United Kingdom,14102.0,4388,5,1224.3799999999999,5,4,4,544,Titanium
United Kingdom,14104.0,4537,2,216.20999999999998,2,3,1,231,Silver
United Kingdom,14105.0,4622,1,1266.23,1,1,4,114,Bronze
United Kingdom,14107.0,4434,7,2703.23,3,5,5,355,Gold
United Kingdom,14108.0,4413,2,597.91,4,3,3,433,Platinum
United Kingdom,14109.0,4455,1,144.2,2,1,1,211,Silver
United Kingdom,14110.0,4386,12,5683.15,5,5,5,555,Titanium
United Kingdom,14111.0,4397,4,692.85,5,4,3,543,Titanium
United Kingdom,14112.0,4405,7,2915.15,4,5,5,455,Platinum
United Kingdom,14113.0,4386,4,1840.42,5,4,4,544,Titanium
United Kingdom,14114.0,4656,2,386.53,1,3,2,132,Bronze
United Kingdom,14116.0,4402,5,1382.74,4,4,4,444,Platinum
United Kingdom,14117.0,4526,1,90.0,2,1,1,211,Silver
United Kingdom,14121.0,4386,4,2780.15,5,4,5,545,Titanium
United Kingdom,14124.0,4467,1,611.0999999999999,2,1,3,213,Silver
United Kingdom,14125.0,4393,3,2720.63,5,3,5,535,Titanium
United Kingdom,14126.0,4390,3,706.1300000000001,5,3,3,533,Titanium
United Kingdom,14127.0,4505,3,709.71,2,3,3,233,Silver
United Kingdom,14128.0,4443,2,637.5,3,3,3,333,Gold
United Kingdom,14129.0,4384,5,1123.86,5,4,4,544,Titanium
United Kingdom,14130.0,4702,1,480.91,1,1,2,112,Bronze
United Kingdom,14132.0,4385,11,3586.0299999999997,5,5,5,555,Titanium
United Kingdom,14133.0,4512,3,605.64,2,3,3,233,Silver
United Kingdom,14135.0,4384,15,4690.31,5,5,5,555,Titanium
United Kingdom,14138.0,4384,2,965.8800000000001,5,3,4,534,Titanium
United Kingdom,14139.0,4429,1,415.82,3,1,2,312,Gold
United Kingdom,14140.0,4386,2,935.05,5,3,3,533,Titanium
United Kingdom,14141.0,4385,4,915.13,5,4,3,543,Titanium
United Kingdom,14142.0,4756,1,311.81,1,1,2,112,Bronze
United Kingdom,14143.0,4516,1,115.8,2,1,1,211,Silver
United Kingdom,14145.0,4429,4,3742.2,3,4,5,345,Gold
United Kingdom,14146.0,4391,5,4191.0,5,4,5,545,Titanium
United Kingdom,14147.0,4461,2,483.4,2,3,2,232,Silver
United Kingdom,14148.0,4616,1,157.2,1,1,1,111,Bronze
United Kingdom,14149.0,4603,1,446.62,1,1,2,112,Bronze
United Kingdom,14150.0,4418,2,658.64,3,3,3,333,Gold
United Kingdom,14152.0,4458,2,621.29,2,3,3,233,Silver
United Kingdom,14154.0,4622,2,1345.62,1,3,4,134,Bronze
United Kingdom,14155.0,4649,1,118.75,1,1,1,111,Bronze
United Kingdom,14157.0,4402,2,428.79,4,3,2,432,Platinum
United Kingdom,14158.0,4423,1,507.66,3,1,3,313,Gold
United Kingdom,14159.0,4402,11,4861.28,4,5,5,455,Platinum
United Kingdom,14161.0,4598,3,1139.69,1,3,4,134,Bronze
United Kingdom,14162.0,4556,2,289.36,2,3,2,232,Silver
United Kingdom,14163.0,4470,4,2445.91,2,4,5,245,Silver
United Kingdom,14164.0,4453,2,1631.77,3,3,4,334,Gold
United Kingdom,14165.0,4658,1,128.09,1,1,1,111,Bronze
United Kingdom,14167.0,4422,4,605.09,3,4,3,343,Gold
United Kingdom,14171.0,4481,1,366.28,2,1,2,212,Silver
United Kingdom,14173.0,4393,4,450.84000000000003,5,4,2,542,Titanium
United Kingdom,14174.0,4416,1,134.46,3,1,1,311,Gold
United Kingdom,14175.0,4442,3,3222.3,3,3,5,335,Gold
United Kingdom,14176.0,4680,4,576.9000000000001,1,4,3,143,Bronze
United Kingdom,14177.0,4469,4,549.46,2,4,3,243,Silver
United Kingdom,14178.0,4391,7,1630.26,5,5,4,554,Titanium
United Kingdom,14179.0,4423,2,809.12,3,3,3,333,Gold
United Kingdom,14180.0,4393,25,4748.52,5,5,5,555,Titanium
United Kingdom,14184.0,4449,1,452.89,3,1,2,312,Gold
United Kingdom,14185.0,4714,1,197.65,1,1,1,111,Bronze
United Kingdom,14188.0,4413,6,2054.36,4,5,4,454,Platinum
United Kingdom,14189.0,4385,15,4654.08,5,5,5,555,Titanium
United Kingdom,14191.0,4384,13,4684.76,5,5,5,555,Titanium
United Kingdom,14193.0,4450,2,853.39,3,3,3,333,Gold
United Kingdom,14194.0,4387,21,11349.52,5,5,5,555,Titanium
United Kingdom,14195.0,4584,2,1012.0,1,3,4,134,Bronze
United Kingdom,14196.0,4489,1,335.52,2,1,2,212,Silver
United Kingdom,14198.0,4401,4,701.4,4,4,3,443,Platinum
United Kingdom,14199.0,4601,1,185.39999999999998,1,1,1,111,Bronze
United Kingdom,14201.0,4443,7,747.4399999999999,3,5,3,353,Gold
United Kingdom,14204.0,4385,1,163.54,5,1,1,511,Titanium
United Kingdom,14205.0,4399,2,466.7,4,3,2,432,Platinum
United Kingdom,14206.0,4622,1,328.15999999999997,1,1,2,112,Bronze
United Kingdom,14208.0,4477,1,151.74,2,1,1,211,Silver
United Kingdom,14209.0,4393,6,2073.43,5,5,5,555,Titanium
United Kingdom,14210.0,4488,6,1905.8400000000001,2,5,4,254,Silver
United Kingdom,14211.0,4436,9,2241.1,3,5,5,355,Gold
United Kingdom,14212.0,4472,1,1070.48,2,1,4,214,Silver
United Kingdom,14214.0,4413,5,1004.38,4,4,4,444,Platinum
United Kingdom,14215.0,4394,6,1789.72,5,5,4,554,Titanium
United Kingdom,14216.0,4386,4,1839.3,5,4,4,544,Titanium
United Kingdom,14217.0,4384,17,2004.98,5,5,4,554,Titanium
United Kingdom,14218.0,4425,1,169.48000000000002,3,1,1,311,Gold
United Kingdom,14219.0,4387,1,89.94,5,1,1,511,Titanium
United Kingdom,14220.0,4630,2,632.4,1,3,3,133,Bronze
United Kingdom,14221.0,4425,9,3432.7999999999997,3,5,5,355,Gold
United Kingdom,14222.0,4560,1,683.17,2,1,3,213,Silver
United Kingdom,14223.0,4475,3,991.13,2,3,4,234,Silver
United Kingdom,14224.0,4493,4,1020.68,2,4,4,244,Silver
United Kingdom,14226.0,4411,5,2244.67,4,4,5,445,Platinum
United Kingdom,14227.0,4409,10,3350.96,4,5,5,455,Platinum
United Kingdom,14229.0,4434,3,1547.2,3,3,4,334,Gold
United Kingdom,14231.0,4566,3,925.71,1,3,3,133,Bronze
United Kingdom,14232.0,4425,5,2048.07,3,4,4,344,Gold
United Kingdom,14233.0,4432,4,1462.72,3,4,4,344,Gold
United Kingdom,14234.0,4405,4,788.49,4,4,3,443,Platinum
United Kingdom,14235.0,4458,5,3144.86,2,4,5,245,Silver
United Kingdom,14236.0,4463,2,490.85999999999996,2,3,2,232,Silver
United Kingdom,14237.0,4756,1,161.0,1,1,1,111,Bronze
United Kingdom,14238.0,4709,1,146.85,1,1,1,111,Bronze
United Kingdom,14239.0,4426,11,2380.85,3,5,5,355,Gold
United Kingdom,14240.0,4413,2,890.34,4,3,3,433,Platinum
United Kingdom,14241.0,4566,1,213.70000000000002,1,1,1,111,Bronze
United Kingdom,14242.0,4617,2,280.55,1,3,2,132,Bronze
United Kingdom,14243.0,4391,10,2588.77,5,5,5,555,Titanium
United Kingdom,14245.0,4602,2,1693.45,1,3,4,134,Bronze
United Kingdom,14246.0,4493,3,1474.06,2,3,4,234,Silver
United Kingdom,14247.0,4661,1,143.37,1,1,1,111,Bronze
United Kingdom,14248.0,4701,1,302.58,1,1,2,112,Bronze
United Kingdom,14250.0,4390,3,1904.05,5,3,4,534,Titanium
United Kingdom,14251.0,4384,5,2879.7000000000003,5,4,5,545,Titanium
United Kingdom,14256.0,4643,2,969.0600000000001,1,3,4,134,Bronze
United Kingdom,14257.0,4447,5,3099.7200000000003,3,4,5,345,Gold
United Kingdom,14258.0,4392,9,12669.98,5,5,5,555,Titanium
United Kingdom,14259.0,4524,1,120.0,2,1,1,211,Silver
United Kingdom,14261.0,4433,2,1163.45,3,3,4,334,Gold
United Kingdom,14262.0,4391,8,2618.23,5,5,5,555,Titanium
United Kingdom,14264.0,4537,2,333.97,2,3,2,232,Silver
United Kingdom,14267.0,4545,3,1516.24,2,3,4,234,Silver
United Kingdom,14270.0,4714,1,492.65000000000003,1,1,2,112,Bronze
United Kingdom,14271.0,4608,1,112.32,1,1,1,111,Bronze
United Kingdom,14272.0,4456,2,437.96,2,3,2,232,Silver
United Kingdom,14273.0,4434,4,559.97,3,4,3,343,Gold
United Kingdom,14276.0,4481,3,1119.74,2,3,4,234,Silver
United Kingdom,14280.0,4579,1,134.04,1,1,1,111,Bronze
United Kingdom,14282.0,4386,15,3701.44,5,5,5,555,Titanium
United Kingdom,14284.0,4413,2,595.25,4,3,3,433,Platinum
United Kingdom,14285.0,4404,4,1910.01,4,4,4,444,Platinum
United Kingdom,14286.0,4406,3,4628.75,4,3,5,435,Platinum
United Kingdom,14287.0,4391,3,176.63,5,3,1,531,Titanium
United Kingdom,14288.0,4596,1,426.6,1,1,2,112,Bronze
United Kingdom,14289.0,4391,6,911.26,5,5,3,553,Titanium
United Kingdom,14290.0,4394,5,2314.65,5,4,5,545,Titanium
United Kingdom,14291.0,4384,11,3883.25,5,5,5,555,Titanium
United Kingdom,14292.0,4390,9,4871.93,5,5,5,555,Titanium
United Kingdom,14293.0,4386,4,1046.56,5,4,4,544,Titanium
United Kingdom,14295.0,4423,1,166.20000000000002,3,1,1,311,Gold
United Kingdom,14297.0,4400,4,1305.33,4,4,4,444,Platinum
United Kingdom,14298.0,4391,44,51527.3,5,5,5,555,Titanium
United Kingdom,14299.0,4391,9,3965.62,5,5,5,555,Titanium
United Kingdom,14300.0,4401,1,43.2,4,1,1,411,Platinum
United Kingdom,14301.0,4500,1,640.14,2,1,3,213,Silver
United Kingdom,14304.0,4605,1,383.45,1,1,2,112,Bronze
United Kingdom,14305.0,4454,3,1858.96,3,3,4,334,Gold
United Kingdom,14306.0,4434,2,2093.32,3,3,5,335,Gold
United Kingdom,14307.0,4471,6,2995.72,2,5,5,255,Silver
United Kingdom,14309.0,4391,9,2352.53,5,5,5,555,Titanium
United Kingdom,14311.0,4625,1,310.26,1,1,2,112,Bronze
United Kingdom,14312.0,4429,6,1611.59,3,5,4,354,Gold
United Kingdom,14314.0,4489,1,120.0,2,1,1,211,Silver
United Kingdom,14315.0,4427,6,2481.13,3,5,5,355,Gold
United Kingdom,14317.0,4447,1,508.58,3,1,3,313,Gold
United Kingdom,14320.0,4589,2,477.79,1,3,2,132,Bronze
United Kingdom,14321.0,4393,5,1530.75,5,4,4,544,Titanium
United Kingdom,14323.0,4497,2,605.0600000000001,2,3,3,233,Silver
United Kingdom,14326.0,4625,1,183.85000000000002,1,1,1,111,Bronze
United Kingdom,14327.0,4546,1,311.65,2,1,2,212,Silver
United Kingdom,14329.0,4400,7,4975.24,4,5,5,455,Platinum
United Kingdom,14331.0,4507,2,462.66,2,3,2,232,Silver
United Kingdom,14332.0,4405,3,857.91,4,3,3,433,Platinum
United Kingdom,14333.0,4450,1,415.2,3,1,2,312,Gold
United Kingdom,14334.0,4399,8,2552.21,4,5,5,455,Platinum
United Kingdom,14336.0,4399,4,1614.91,4,4,4,444,Platinum
United Kingdom,14338.0,4544,2,588.22,2,3,3,233,Silver
United Kingdom,14339.0,4625,1,309.52,1,1,2,112,Bronze
United Kingdom,14340.0,4601,1,134.7,1,1,1,111,Bronze
United Kingdom,14341.0,4428,8,2270.4,3,5,5,355,Gold
United Kingdom,14342.0,4404,4,668.5600000000001,4,4,3,443,Platinum
United Kingdom,14344.0,4510,8,898.7800000000001,2,5,3,253,Silver
United Kingdom,14345.0,4421,1,108.97999999999999,3,1,1,311,Gold
United Kingdom,14346.0,4503,2,1021.58,2,3,4,234,Silver
United Kingdom,14348.0,4643,1,409.57,1,1,2,112,Bronze
United Kingdom,14349.0,4393,1,133.5,5,1,1,511,Titanium
United Kingdom,14350.0,4657,1,282.93,1,1,2,112,Bronze
United Kingdom,14351.0,4547,1,51.0,2,1,1,211,Silver
United Kingdom,14352.0,4540,4,1185.16,2,4,4,244,Silver
United Kingdom,14353.0,4598,1,90.6,1,1,1,111,Bronze
United Kingdom,14354.0,4388,2,163.62,5,3,1,531,Titanium
United Kingdom,14355.0,4748,1,174.4,1,1,1,111,Bronze
United Kingdom,14356.0,4462,2,701.23,2,3,3,233,Silver
United Kingdom,14357.0,4426,1,227.46,3,1,1,311,Gold
United Kingdom,14359.0,4402,3,912.18,4,3,3,433,Platinum
United Kingdom,14360.0,4414,4,2118.03,4,4,5,445,Platinum
United Kingdom,14362.0,4405,1,151.5,4,1,1,411,Platinum
United Kingdom,14364.0,4491,8,3717.35,2,5,5,255,Silver
United Kingdom,14367.0,4391,16,9257.52,5,5,5,555,Titanium
United Kingdom,14368.0,4702,1,155.0,1,1,1,111,Bronze
United Kingdom,14371.0,4678,1,100.5,1,1,1,111,Bronze
United Kingdom,14373.0,4741,1,76.55,1,1,1,111,Bronze
United Kingdom,14375.0,4568,1,286.21,1,1,2,112,Bronze
United Kingdom,14377.0,4574,2,617.05,1,3,3,133,Bronze
United Kingdom,14379.0,4427,2,401.25,3,3,2,332,Gold
United Kingdom,14381.0,4435,1,202.68,3,1,1,311,Gold
United Kingdom,14382.0,4409,1,646.0,4,1,3,413,Platinum
United Kingdom,14383.0,4421,3,1247.69,3,3,4,334,Gold
United Kingdom,14385.0,4392,3,202.11,5,3,1,531,Titanium
United Kingdom,14386.0,4679,1,142.4,1,1,1,111,Bronze
United Kingdom,14387.0,4415,3,1738.1,4,3,4,434,Platinum
United Kingdom,14388.0,4393,8,3212.84,5,5,5,555,Titanium
United Kingdom,14389.0,4448,2,1043.46,3,3,4,334,Gold
United Kingdom,14390.0,4393,9,4671.47,5,5,5,555,Titanium
United Kingdom,14393.0,4601,1,67.95,1,1,1,111,Bronze
United Kingdom,14395.0,4385,9,3623.91,5,5,5,555,Titanium
United Kingdom,14396.0,4448,2,487.99,3,3,2,332,Gold
United Kingdom,14397.0,4385,19,2612.96,5,5,5,555,Titanium
United Kingdom,14400.0,4532,1,574.7,2,1,3,213,Silver
United Kingdom,14401.0,4387,13,4051.48,5,5,5,555,Titanium
United Kingdom,14403.0,4513,4,1475.81,2,4,4,244,Silver
United Kingdom,14404.0,4416,6,1453.07,3,5,4,354,Gold
United Kingdom,14406.0,4502,1,156.75,2,1,1,211,Silver
United Kingdom,14407.0,4490,6,2157.73,2,5,5,255,Silver
United Kingdom,14408.0,4393,7,2704.03,5,5,5,555,Titanium
United Kingdom,14409.0,4454,6,2059.4500000000003,3,5,4,354,Gold
United Kingdom,14410.0,4475,9,1135.92,2,5,4,254,Silver
United Kingdom,14411.0,4693,1,1063.0,1,1,4,114,Bronze
United Kingdom,14412.0,4425,2,770.03,3,3,3,333,Gold
United Kingdom,14413.0,4745,1,121.05,1,1,1,111,Bronze
United Kingdom,14414.0,4474,7,1496.98,2,5,4,254,Silver
United Kingdom,14415.0,4384,13,5958.9,5,5,5,555,Titanium
United Kingdom,14416.0,4405,2,490.22,4,3,2,432,Platinum
United Kingdom,14418.0,4386,3,1943.6,5,3,4,534,Titanium
United Kingdom,14419.0,4393,6,1075.49,5,5,4,554,Titanium
United Kingdom,14420.0,4482,1,387.52,2,1,2,212,Silver
United Kingdom,14421.0,4440,2,813.11,3,3,3,333,Gold
United Kingdom,14422.0,4383,6,4263.64,5,5,5,555,Titanium
United Kingdom,14423.0,4601,1,265.2,1,1,2,112,Bronze
United Kingdom,14424.0,4400,1,322.08,4,1,2,412,Platinum
United Kingdom,14426.0,4406,10,4481.67,4,5,5,455,Platinum
United Kingdom,14427.0,4433,2,363.34000000000003,3,3,2,332,Gold
United Kingdom,14428.0,4390,5,1259.66,5,4,4,544,Titanium
United Kingdom,14431.0,4685,1,470.36,1,1,2,112,Bronze
United Kingdom,14432.0,4392,6,2265.84,5,5,5,555,Titanium
United Kingdom,14434.0,4404,6,1372.8,4,5,4,454,Platinum
United Kingdom,14436.0,4481,1,89.06,2,1,1,211,Silver
United Kingdom,14437.0,4748,1,63.0,1,1,1,111,Bronze
United Kingdom,14438.0,4689,1,131.9,1,1,1,111,Bronze
United Kingdom,14440.0,4391,5,2357.6800000000003,5,4,5,545,Titanium
United Kingdom,14441.0,4383,4,1712.89,5,4,4,544,Titanium
United Kingdom,14443.0,4436,4,1420.2,3,4,4,344,Gold
United Kingdom,14446.0,4383,4,1122.0,5,4,4,544,Titanium
United Kingdom,14447.0,4401,5,1163.23,4,4,4,444,Platinum
United Kingdom,14448.0,4392,2,375.35,5,3,2,532,Titanium
United Kingdom,14449.0,4401,4,963.82,4,4,4,444,Platinum
United Kingdom,14450.0,4563,3,483.25,1,3,2,132,Bronze
United Kingdom,14451.0,4443,2,667.84,3,3,3,333,Gold
United Kingdom,14452.0,4393,2,269.86,5,3,2,532,Titanium
United Kingdom,14453.0,4573,1,119.93,1,1,1,111,Bronze
United Kingdom,14456.0,4388,9,3191.35,5,5,5,555,Titanium
United Kingdom,14457.0,4693,1,113.64,1,1,1,111,Bronze
United Kingdom,14459.0,4538,1,1837.92,2,1,4,214,Silver
United Kingdom,14460.0,4493,3,434.34,2,3,2,232,Silver
United Kingdom,14461.0,4531,3,2103.06,2,3,5,235,Silver
United Kingdom,14462.0,4449,11,2040.33,3,5,4,354,Gold
United Kingdom,14463.0,4481,3,529.62,2,3,3,233,Silver
United Kingdom,14465.0,4629,3,1092.74,1,3,4,134,Bronze
United Kingdom,14466.0,4412,7,2272.4,4,5,5,455,Platinum
United Kingdom,14467.0,4400,4,598.8100000000001,4,4,3,443,Platinum
United Kingdom,14470.0,4394,2,461.19,5,3,2,532,Titanium
United Kingdom,14472.0,4486,8,1930.9,2,5,4,254,Silver
United Kingdom,14473.0,4457,2,234.34,2,3,1,231,Silver
United Kingdom,14474.0,4429,1,547.66,3,1,3,313,Gold
United Kingdom,14475.0,4454,3,925.85,3,3,3,333,Gold
United Kingdom,14476.0,4640,1,193.0,1,1,1,111,Bronze
United Kingdom,14477.0,4402,4,1309.6,4,4,4,444,Platinum
United Kingdom,14479.0,4636,2,316.25,1,3,2,132,Bronze
United Kingdom,14480.0,4394,1,279.05,5,1,2,512,Titanium
United Kingdom,14481.0,4547,2,636.51,2,3,3,233,Silver
United Kingdom,14482.0,4401,6,2065.5,4,5,4,454,Platinum
United Kingdom,14483.0,4664,1,137.1,1,1,1,111,Bronze
United Kingdom,14484.0,4433,1,321.92,3,1,2,312,Gold
United Kingdom,14485.0,4421,1,172.79,3,1,1,311,Gold
United Kingdom,14487.0,4409,6,1221.18,4,5,4,454,Platinum
United Kingdom,14488.0,4450,1,1064.28,3,1,4,314,Gold
United Kingdom,14489.0,4590,1,463.38,1,1,2,112,Bronze
United Kingdom,14491.0,4558,2,340.93,2,3,2,232,Silver
United Kingdom,14493.0,4390,5,2383.2400000000002,5,4,5,545,Titanium
United Kingdom,14494.0,4408,1,139.56,4,1,1,411,Platinum
United Kingdom,14495.0,4433,2,123.8,3,3,1,331,Gold
United Kingdom,14496.0,4694,2,538.8100000000001,1,3,3,133,Bronze
United Kingdom,14497.0,4692,1,475.37,1,1,2,112,Bronze
United Kingdom,14498.0,4425,5,1966.17,3,4,4,344,Gold
United Kingdom,14499.0,4409,3,847.4300000000001,4,3,3,433,Platinum
United Kingdom,14500.0,4471,3,501.15,2,3,3,233,Silver
United Kingdom,14501.0,4566,2,251.21,1,3,1,131,Bronze
United Kingdom,14502.0,4402,11,2517.63,4,5,5,455,Platinum
United Kingdom,14503.0,4386,6,3543.26,5,5,5,555,Titanium
United Kingdom,14504.0,4430,4,673.26,3,4,3,343,Gold
United Kingdom,14505.0,4400,8,6182.58,4,5,5,455,Platinum
United Kingdom,14506.0,4400,5,2026.44,4,4,4,444,Platinum
United Kingdom,14507.0,4406,6,1367.88,4,5,4,454,Platinum
United Kingdom,14508.0,4405,2,275.52,4,3,2,432,Platinum
United Kingdom,14511.0,4394,5,1314.81,5,4,4,544,Titanium
United Kingdom,14512.0,4570,2,275.28,1,3,2,132,Bronze
United Kingdom,14513.0,4483,3,455.59000000000003,2,3,2,232,Silver
United Kingdom,14514.0,4444,3,1068.05,3,3,4,334,Gold
United Kingdom,14515.0,4400,6,2076.89,4,5,5,455,Platinum
United Kingdom,14517.0,4416,2,330.45,3,3,2,332,Gold
United Kingdom,14518.0,4447,1,174.37,3,1,1,311,Gold
United Kingdom,14520.0,4384,2,270.6,5,3,2,532,Titanium
United Kingdom,14522.0,4407,4,974.54,4,4,4,444,Platinum
United Kingdom,14523.0,4491,1,241.09,2,1,1,211,Silver
United Kingdom,14524.0,4414,9,1854.33,4,5,4,454,Platinum
United Kingdom,14525.0,4402,9,4328.01,4,5,5,455,Platinum
United Kingdom,14527.0,4385,55,8507.13,5,5,5,555,Titanium
United Kingdom,14528.0,4420,1,364.21999999999997,3,1,2,312,Gold
United Kingdom,14529.0,4443,3,618.39,3,3,3,333,Gold
United Kingdom,14530.0,4408,6,2870.36,4,5,5,455,Platinum
United Kingdom,14532.0,4619,4,932.85,1,4,3,143,Bronze
United Kingdom,14533.0,4407,7,1949.72,4,5,4,454,Platinum
United Kingdom,14534.0,4385,18,4630.04,5,5,5,555,Titanium
United Kingdom,14535.0,4443,3,2897.7000000000003,3,3,5,335,Gold
United Kingdom,14536.0,4642,1,170.95,1,1,1,111,Bronze
United Kingdom,14537.0,4440,1,355.56,3,1,2,312,Gold
United Kingdom,14538.0,4447,2,388.25,3,3,2,332,Gold
United Kingdom,14539.0,4398,2,537.48,4,3,3,433,Platinum
United Kingdom,14540.0,4392,3,1029.16,5,3,4,534,Titanium
United Kingdom,14541.0,4441,8,1632.65,3,5,4,354,Gold
United Kingdom,14542.0,4568,1,103.25,1,1,1,111,Bronze
United Kingdom,14543.0,4411,16,3636.18,4,5,5,455,Platinum
United Kingdom,14544.0,4407,2,2010.9,4,3,4,434,Platinum
United Kingdom,14546.0,4388,5,2633.18,5,4,5,545,Titanium
United Kingdom,14547.0,4386,8,4069.21,5,5,5,555,Titanium
United Kingdom,14548.0,4533,2,652.8,2,3,3,233,Silver
United Kingdom,14549.0,4694,1,289.24,1,1,2,112,Bronze
United Kingdom,14550.0,4393,2,772.12,5,3,3,533,Titanium
United Kingdom,14551.0,4401,2,186.23,4,3,1,431,Platinum
United Kingdom,14552.0,4534,1,164.22,2,1,1,211,Silver
United Kingdom,14553.0,4402,5,860.53,4,4,3,443,Platinum
United Kingdom,14554.0,4393,4,2492.7200000000003,5,4,5,545,Titanium
United Kingdom,14555.0,4440,2,312.54,3,3,2,332,Gold
United Kingdom,14557.0,4468,1,788.38,2,1,3,213,Silver
United Kingdom,14560.0,4390,22,2237.77,5,5,5,555,Titanium
United Kingdom,14561.0,4458,3,1080.76,2,3,4,234,Silver
United Kingdom,14562.0,4386,18,5120.82,5,5,5,555,Titanium
United Kingdom,14565.0,4478,4,3099.12,2,4,5,245,Silver
United Kingdom,14567.0,4439,2,1530.3600000000001,3,3,4,334,Gold
United Kingdom,14569.0,4384,1,244.64,5,1,1,511,Titanium
United Kingdom,14570.0,4663,2,218.06,1,3,1,131,Bronze
United Kingdom,14572.0,4386,7,2976.2400000000002,5,5,5,555,Titanium
