R,F,M,R Score,F Score,M Score,RFM Score,Segmentation
4454,1,451.44,3,2,2,322,Gold
4565,1,105.84,1,2,1,121,Bronze
4496,1,313.62,2,2,2,222,Silver
4756,1,233.45,1,2,1,121,Bronze
4463,2,936.08,2,3,3,233,Silver
4631,1,463.95,1,2,2,122,Bronze
4615,1,225.15,1,2,1,121,Bronze
4454,3,459.24,3,4,2,342,Gold
4451,1,213.5,3,2,1,321,Gold
4387,16,4113.68,5,5,5,555,Titanium
4433,3,361.83,3,4,2,342,Gold
4458,1,181.09,2,2,1,221,Silver
4444,1,363.92,3,2,2,322,Gold
4398,2,250.15,4,3,1,431,Platinum
4387,1,90.04,5,2,1,521,Titanium
4668,1,145.04999999999998,1,2,1,121,Bronze
4387,6,813.52,5,5,3,553,Titanium
4423,1,250.35,3,2,1,321,Gold
4419,1,528.0799999999999,3,2,3,323,Gold
4457,2,482.47,2,3,2,232,Silver
4400,14,3347.71,4,5,5,455,Platinum
4398,7,5493.46,4,5,5,455,Platinum
4602,1,75.66,1,2,1,121,Bronze
4569,1,150.24,1,2,1,121,Bronze
4415,4,1187.66,4,4,4,444,Platinum
4453,1,618.59,3,2,3,323,Gold
4565,1,506.19,1,2,3,123,Bronze
4398,2,500.42,4,3,3,433,Platinum
4618,1,151.85,1,2,1,121,Bronze
4414,5,2647.59,4,4,5,445,Platinum
4646,1,226.21,1,2,1,121,Bronze
4386,2,178.96,5,3,1,531,Titanium
4434,4,813.48,3,4,3,343,Gold
4628,1,129.45000000000002,1,2,1,121,Bronze
4463,2,831.24,2,3,3,233,Silver
4657,1,333.08,1,2,2,122,Bronze
4383,17,4413.1,5,5,5,555,Titanium
4462,1,322.8,2,2,2,222,Silver
4412,5,2188.05,4,4,5,445,Platinum
4456,2,408.63,2,3,2,232,Silver
4400,6,2883.1,4,5,5,455,Platinum
4605,2,217.9,1,3,1,131,Bronze
4415,4,1154.47,4,4,4,444,Platinum
4405,10,1680.72,4,5,4,454,Platinum
4414,3,1257.51,4,4,4,444,Platinum
4488,1,231.10000000000002,2,2,1,221,Silver
4387,2,688.33,5,3,3,533,Titanium
4628,1,487.51,1,2,2,122,Bronze
4560,2,833.78,2,3,3,233,Silver
4552,2,214.06,2,3,1,231,Silver
4425,1,290.65999999999997,3,2,2,322,Gold
4454,1,518.42,3,2,3,323,Gold
4441,7,6773.97,3,5,5,355,Gold
4399,2,1212.66,4,3,4,434,Platinum
4524,4,601.27,2,4,3,243,Silver
4400,6,3806.36,4,5,5,455,Platinum
4405,15,8625.8,4,5,5,455,Platinum
4392,4,916.98,5,4,3,543,Titanium
4751,1,123.24,1,2,1,121,Bronze
4572,1,39.12,1,2,1,121,Bronze
4399,4,1267.65,4,4,4,444,Platinum
4745,1,135.4,1,2,1,121,Bronze
4402,1,118.98,4,2,1,421,Platinum
4451,2,567.1800000000001,3,3,3,333,Gold
4398,6,306.71999999999997,4,5,2,452,Platinum
4406,3,1394.78,4,4,4,444,Platinum
4399,11,4095.9,4,5,5,455,Platinum
4411,3,1692.27,4,4,4,444,Platinum
4385,20,8134.9400000000005,5,5,5,555,Titanium
4437,2,304.24,3,3,2,332,Gold
4416,4,1592.12,3,4,4,344,Gold
4385,12,3109.99,5,5,5,555,Titanium
4749,1,129.75,1,2,1,121,Bronze
4426,1,183.7,3,2,1,321,Gold
4455,6,1770.34,2,5,4,254,Silver
4387,5,1028.0,5,4,4,544,Titanium
4387,28,66653.56,5,5,5,555,Titanium
4444,2,326.58,3,3,2,332,Gold
4430,7,3017.66,3,5,5,355,Gold
4384,4,1260.86,5,4,4,544,Titanium
4458,2,422.59999999999997,2,3,2,232,Silver
4455,2,225.57999999999998,2,3,1,231,Silver
4639,2,1276.0,1,3,4,134,Bronze
4451,2,477.86,3,3,2,332,Gold
4518,4,657.9000000000001,2,4,3,243,Silver
4624,1,119.5,1,2,1,121,Bronze
4609,2,1998.0,1,3,4,134,Bronze
4391,13,5076.55,5,5,5,555,Titanium
4391,13,5398.3,5,5,5,555,Titanium
4383,20,14034.99,5,5,5,555,Titanium
4420,3,549.2,3,4,3,343,Gold
4428,1,656.63,3,2,3,323,Gold
4467,5,3029.87,2,4,5,245,Silver
4402,10,2542.61,4,5,5,455,Platinum
4386,5,1651.03,5,4,4,544,Titanium
4392,11,3761.17,5,5,5,555,Titanium
4401,15,6923.23,4,5,5,455,Platinum
4601,3,1249.06,1,4,4,144,Bronze
4461,1,301.71999999999997,2,2,2,222,Silver
4649,2,901.2,1,3,3,133,Bronze
4406,6,3843.08,4,5,5,455,Platinum
4752,1,663.0500000000001,1,2,3,123,Bronze
4397,7,1811.92,5,5,4,554,Titanium
4409,1,152.95,4,2,1,421,Platinum
4645,1,292.47,1,2,2,122,Bronze
4400,13,4730.81,4,5,5,455,Platinum
4474,2,684.53,2,3,3,233,Silver
4685,7,823.07,1,5,3,153,Bronze
4409,5,1550.52,4,4,4,444,Platinum
4747,1,276.72,1,2,2,122,Bronze
4429,4,1093.58,3,4,4,344,Gold
4421,21,7359.64,3,5,5,355,Gold
4435,3,780.11,3,4,3,343,Gold
4414,1,603.75,4,2,3,423,Platinum
4435,3,692.8100000000001,3,4,3,343,Gold
4461,5,2303.66,2,4,5,245,Silver
4436,1,417.59999999999997,3,2,2,322,Gold
4680,1,3.75,1,2,1,121,Bronze
4559,1,323.0,2,2,2,222,Silver
4429,1,464.9,3,2,2,322,Gold
4412,7,2222.88,4,5,5,455,Platinum
4394,7,1294.25,5,5,4,554,Titanium
4469,17,7213.650000000001,2,5,5,255,Silver
4387,18,6695.46,5,5,5,555,Titanium
4420,2,836.06,3,3,3,333,Gold
4400,5,1515.9,4,4,4,444,Platinum
4427,5,623.9300000000001,3,4,3,343,Gold
4413,1,2002.22,4,2,4,424,Platinum
4755,1,207.5,1,2,1,121,Bronze
4441,1,223.92000000000002,3,2,1,321,Gold
4755,1,2002.4,1,2,4,124,Bronze
4497,3,1480.43,2,4,4,244,Silver
4597,1,239.4,1,2,1,121,Bronze
4701,1,106.83000000000001,1,2,1,121,Bronze
4448,1,369.34,3,2,2,322,Gold
4390,3,789.79,5,4,3,543,Titanium
4479,1,316.62,2,2,2,222,Silver
4402,3,1207.24,4,4,4,444,Platinum
4581,1,611.85,1,2,3,123,Bronze
4386,13,2851.96,5,5,5,555,Titanium
4677,1,34.0,1,2,1,121,Bronze
4656,2,1145.6,1,3,4,134,Bronze
4413,11,5590.68,4,5,5,455,Platinum
4430,3,492.84,3,4,2,342,Gold
4643,1,467.49,1,2,2,122,Bronze
4440,5,785.24,3,4,3,343,Gold
4416,5,2244.71,3,4,5,345,Gold
4440,1,186.59,3,2,1,321,Gold
4450,4,673.32,3,4,3,343,Gold
4393,11,1691.51,5,5,4,554,Titanium
4443,1,449.34000000000003,3,2,2,322,Gold
4463,2,235.1,2,3,1,231,Silver
4457,2,245.94,2,3,1,231,Silver
4385,22,10621.62,5,5,5,555,Titanium
4483,2,457.34,2,3,2,232,Silver
4755,1,311.25,1,2,2,122,Bronze
4393,13,2267.9500000000003,5,5,5,555,Titanium
4402,1,107.6,4,2,1,421,Platinum
4506,2,600.63,2,3,3,233,Silver
4391,1,80.8,5,2,1,521,Titanium
4386,6,1545.6200000000001,5,5,4,554,Titanium
4412,7,1714.48,4,5,4,454,Platinum
4665,2,125.38,1,3,1,131,Bronze
4440,1,243.84,3,2,1,321,Gold
4384,10,1247.05,5,5,4,554,Titanium
4748,1,452.68,1,2,2,122,Bronze
4472,1,305.62,2,2,2,222,Silver
4394,1,1252.24,5,2,4,524,Titanium
4546,4,1594.23,2,4,4,244,Silver
4448,1,332.3,3,2,2,322,Gold
4406,3,536.99,4,4,3,443,Platinum
4556,2,460.59000000000003,2,3,2,232,Silver
4486,4,769.96,2,4,3,243,Silver
4525,3,1121.59,2,4,4,244,Silver
4482,2,288.42,2,3,2,232,Silver
4406,5,945.39,4,4,3,443,Platinum
4575,1,309.54,1,2,2,122,Bronze
4387,2,547.07,5,3,3,533,Titanium
4743,1,479.35,1,2,2,122,Bronze
4391,10,1695.38,5,5,4,554,Titanium
4397,21,6416.7,5,5,5,555,Titanium
4486,4,417.06,2,4,2,242,Silver
4385,9,1604.75,5,5,4,554,Titanium
4393,11,3349.57,5,5,5,555,Titanium
4478,1,497.61,2,2,3,223,Silver
4610,1,401.83,1,2,2,122,Bronze
4398,2,460.64,4,3,2,432,Platinum
4421,2,775.18,3,3,3,333,Gold
4434,1,341.7,3,2,2,322,Gold
4476,2,128.5,2,3,1,231,Silver
4539,1,197.22,2,2,1,221,Silver
4421,1,325.91,3,2,2,322,Gold
4567,3,199.15,1,4,1,141,Bronze
4384,4,1106.53,5,4,4,544,Titanium
4610,1,413.46,1,2,2,122,Bronze
4511,2,180.85,2,3,1,231,Silver
4422,2,251.87,3,3,1,331,Gold
4414,11,3170.98,4,5,5,455,Platinum
4580,2,588.85,1,3,3,133,Bronze
4391,34,16594.35,5,5,5,555,Titanium
4419,6,1869.82,3,5,4,354,Gold
4483,3,1264.19,2,4,4,244,Silver
4425,16,10196.57,3,5,5,355,Gold
4433,1,214.32,3,2,1,321,Gold
4426,1,193.44,3,2,1,321,Gold
4435,1,281.42,3,2,2,322,Gold
4569,1,124.57,1,2,1,121,Bronze
4716,1,332.41,1,2,2,122,Bronze
4387,3,342.45,5,4,2,542,Titanium
4393,2,144.91000000000003,5,3,1,531,Titanium
4406,2,328.4,4,3,2,432,Platinum
4397,1,35.400000000000006,5,2,1,521,Titanium
4751,1,462.81000000000006,1,2,2,122,Bronze
4527,2,747.81,2,3,3,233,Silver
4442,2,173.76000000000002,3,3,1,331,Gold
4414,2,502.8,4,3,3,433,Platinum
4523,3,207.73999999999998,2,4,1,241,Silver
4405,4,829.57,4,4,3,443,Platinum
4405,6,2812.34,4,5,5,455,Platinum
4460,3,680.0200000000001,2,4,3,243,Silver
4387,6,7123.62,5,5,5,555,Titanium
4450,5,2095.53,3,4,5,345,Gold
4395,6,850.37,5,5,3,553,Titanium
4467,1,13.3,2,2,1,221,Silver
4413,7,1557.48,4,5,4,454,Platinum
4449,1,432.0,3,2,2,322,Gold
4449,3,705.12,3,4,3,343,Gold
4570,2,272.48,1,3,2,132,Bronze
4420,2,429.84000000000003,3,3,2,332,Gold
4398,3,562.41,4,4,3,443,Platinum
4418,1,226.33,3,2,1,321,Gold
4577,3,1582.47,1,4,4,144,Bronze
4384,5,773.04,5,4,3,543,Titanium
4384,5,518.1899999999999,5,4,3,543,Titanium
4749,1,152.69,1,2,1,121,Bronze
4447,1,243.42000000000002,3,2,1,321,Gold
4682,2,289.78000000000003,1,3,2,132,Bronze
4409,3,501.03,4,4,3,443,Platinum
4390,6,1271.06,5,5,4,554,Titanium
4399,3,887.11,4,4,3,443,Platinum
4499,1,1759.38,2,2,4,224,Silver
4412,1,428.05,4,2,2,422,Platinum
4387,16,3695.57,5,5,5,555,Titanium
4388,7,3453.89,5,5,5,555,Titanium
4464,4,599.0400000000001,2,4,3,243,Silver
4412,5,928.76,4,4,3,443,Platinum
4455,1,379.14,2,2,2,222,Silver
4387,8,1508.96,5,5,4,554,Titanium
4411,11,2555.58,4,5,5,455,Platinum
4673,1,113.44,1,2,1,121,Bronze
4419,1,212.02,3,2,1,321,Gold
4392,6,621.6800000000001,5,5,3,553,Titanium
4406,2,596.66,4,3,3,433,Platinum
4659,1,391.52,1,2,2,122,Bronze
4432,6,1125.17,3,5,4,354,Gold
4539,11,2592.25,2,5,5,255,Silver
4444,1,183.04,3,2,1,321,Gold
4395,19,7389.09,5,5,5,555,Titanium
4404,3,836.73,4,4,3,443,Platinum
4754,1,230.25,1,2,1,121,Bronze
4498,3,543.05,2,4,3,243,Silver
4463,17,3033.75,2,5,5,255,Silver
4386,7,1295.39,5,5,4,554,Titanium
4409,3,378.89,4,4,2,442,Platinum
4388,21,4619.31,5,5,5,555,Titanium
4436,1,206.68,3,2,1,321,Gold
4384,2,578.08,5,3,3,533,Titanium
4437,2,965.03,3,3,4,334,Gold
4408,1,261.9,4,2,2,422,Platinum
4391,4,2752.03,5,4,5,545,Titanium
4435,3,3073.04,3,4,5,345,Gold
4395,9,1957.4,5,5,4,554,Titanium
4594,3,816.73,1,4,3,143,Bronze
4404,19,4345.5,4,5,5,455,Platinum
4618,1,406.48,1,2,2,122,Bronze
4521,3,435.02000000000004,2,4,2,242,Silver
4386,6,1286.27,5,5,4,554,Titanium
4439,3,1199.56,3,4,4,344,Gold
4517,3,1277.75,2,4,4,244,Silver
4492,2,167.61,2,3,1,231,Silver
4413,1,20.8,4,2,1,421,Platinum
4383,9,2085.08,5,5,5,555,Titanium
4567,4,518.67,1,4,3,143,Bronze
4400,1,308.74,4,2,2,422,Platinum
4622,2,416.64,1,3,2,132,Bronze
4470,1,117.35,2,2,1,221,Silver
4421,3,507.05,3,4,3,343,Gold
4499,1,234.17,2,2,1,221,Silver
4570,1,110.55000000000001,1,2,1,121,Bronze
4609,1,201.19,1,2,1,121,Bronze
4391,7,2154.97,5,5,5,555,Titanium
4572,1,319.02,1,2,2,122,Bronze
4387,2,439.43,5,3,2,532,Titanium
4422,3,650.41,3,4,3,343,Gold
4421,1,359.76,3,2,2,322,Gold
4650,1,251.51999999999998,1,2,1,121,Bronze
4460,1,344.33,2,2,2,222,Silver
4386,6,1860.3,5,5,4,554,Titanium
4638,2,1092.3600000000001,1,3,4,134,Bronze
4443,1,384.06,3,2,2,322,Gold
4395,7,1916.71,5,5,4,554,Titanium
4471,2,4735.11,2,3,5,235,Silver
4400,10,5464.12,4,5,5,455,Platinum
4412,2,1873.2,4,3,4,434,Platinum
4386,7,1679.75,5,5,4,554,Titanium
4388,1,126.12,5,2,1,521,Titanium
4390,6,1133.25,5,5,4,554,Titanium
4601,1,179.0,1,2,1,121,Bronze
4393,5,1614.31,5,4,4,544,Titanium
4413,6,1456.96,4,5,4,454,Platinum
4671,3,702.0,1,4,3,143,Bronze
4532,4,295.0,2,4,2,242,Silver
4406,2,484.82,4,3,2,432,Platinum
4383,11,3989.57,5,5,5,555,Titanium
4468,3,1493.73,2,4,4,244,Silver
4429,2,1312.14,3,3,4,334,Gold
4387,4,781.78,5,4,3,543,Titanium
4433,6,889.9300000000001,3,5,3,353,Gold
4401,1,195.36,4,2,1,421,Platinum
4413,1,270.9,4,2,2,422,Platinum
4391,3,590.03,5,4,3,543,Titanium
4411,3,1846.1100000000001,4,4,4,444,Platinum
4385,20,8694.26,5,5,5,555,Titanium
4423,2,920.1,3,3,3,333,Gold
4394,4,1327.16,5,4,4,544,Titanium
4414,1,71.0,4,2,1,421,Platinum
4428,3,95.85,3,4,1,341,Gold
4443,3,357.77,3,4,2,342,Gold
4568,2,154.82999999999998,1,3,1,131,Bronze
4461,6,971.56,2,5,4,254,Silver
4493,2,716.0,2,3,3,233,Silver
4446,1,146.87,3,2,1,321,Gold
4394,2,380.35,5,3,2,532,Titanium
4469,3,1030.1399999999999,2,4,4,244,Silver
4399,3,745.52,4,4,3,443,Platinum
4628,2,433.53000000000003,1,3,2,132,Bronze
4470,1,1267.32,2,2,4,224,Silver
4413,1,112.4,4,2,1,421,Platinum
4520,1,449.72999999999996,2,2,2,222,Silver
4409,3,1071.49,4,4,4,444,Platinum
4385,5,1036.58,5,4,4,544,Titanium
4415,4,1735.18,4,4,4,444,Platinum
4408,1,948.48,4,2,3,423,Platinum
4496,3,339.44,2,4,2,242,Silver
4540,1,642.02,2,2,3,223,Silver
4468,3,1100.9,2,4,4,244,Silver
4500,3,925.35,2,4,3,243,Silver
4385,9,5655.03,5,5,5,555,Titanium
4479,6,3231.7400000000002,2,5,5,255,Silver
4577,1,269.79,1,2,2,122,Bronze
4411,1,467.62,4,2,2,422,Platinum
4513,1,498.48,2,2,3,223,Silver
4411,5,1356.33,4,4,4,444,Platinum
4464,3,1179.89,2,4,4,244,Silver
4412,5,3147.2,4,4,5,445,Platinum
4649,1,234.24,1,2,1,121,Bronze
4456,11,5232.2300000000005,2,5,5,255,Silver
4696,4,533.33,1,4,3,143,Bronze
4404,7,1461.14,4,5,4,454,Platinum
4441,3,867.25,3,4,3,343,Gold
4395,21,4552.14,5,5,5,555,Titanium
4411,9,2709.7,4,5,5,455,Platinum
4497,1,304.24,2,2,2,222,Silver
4411,9,2429.03,4,5,5,455,Platinum
4400,4,1471.44,4,4,4,444,Platinum
4400,4,834.12,4,4,3,443,Platinum
4419,3,841.0799999999999,3,4,3,343,Gold
4419,2,378.2,3,3,2,332,Gold
4461,1,118.80000000000001,2,2,1,221,Silver
4405,2,287.62,4,3,2,432,Platinum
4408,2,288.91,4,3,2,432,Platinum
4416,2,2003.85,3,3,4,334,Gold
4492,3,1405.78,2,4,4,244,Silver
4418,2,2800.91,3,3,5,335,Gold
4506,5,1562.4,2,4,4,244,Silver
4390,6,2050.08,5,5,4,554,Titanium
4411,4,1991.01,4,4,4,444,Platinum
4387,7,1983.5,5,5,4,554,Titanium
4385,9,3827.76,5,5,5,555,Titanium
4433,4,1869.58,3,4,4,344,Gold
4705,1,302.0,1,2,2,122,Bronze
4405,3,1324.16,4,4,4,444,Platinum
4398,4,1022.13,4,4,4,444,Platinum
4401,2,971.74,4,3,4,434,Platinum
4393,4,1621.73,5,4,4,544,Titanium
4644,1,25.5,1,2,1,121,Bronze
4542,2,665.78,2,3,3,233,Silver
4416,6,10949.82,3,5,5,355,Gold
4412,6,935.89,4,5,3,453,Platinum
4548,1,163.3,2,2,1,221,Silver
4430,1,231.60999999999999,3,2,1,321,Gold
4388,8,813.09,5,5,3,553,Titanium
4391,3,837.5,5,4,3,543,Titanium
4671,1,116.2,1,2,1,121,Bronze
4700,1,157.02,1,2,1,121,Bronze
4386,2,606.91,5,3,3,533,Titanium
4616,1,307.46,1,2,2,122,Bronze
4502,1,138.32,2,2,1,221,Silver
4544,1,345.3,2,2,2,222,Silver
4568,1,294.24,1,2,2,122,Bronze
4433,1,253.0,3,2,2,322,Gold
4535,5,1045.0,2,4,4,244,Silver
4717,1,157.09,1,2,1,121,Bronze
4388,5,2840.97,5,4,5,545,Titanium
4398,7,4892.240000000001,4,5,5,455,Platinum
4489,2,413.2,2,3,2,232,Silver
4399,7,1139.73,4,5,4,454,Platinum
4658,1,380.5,1,2,2,122,Bronze
4398,12,10650.77,4,5,5,455,Platinum
4630,1,469.92,1,2,2,122,Bronze
4622,1,579.0,1,2,3,123,Bronze
4384,2,984.57,5,3,4,534,Titanium
4488,3,749.78,2,4,3,243,Silver
4405,4,1714.59,4,4,4,444,Platinum
4434,1,124.88,3,2,1,321,Gold
4577,3,1689.5,1,4,4,144,Bronze
4407,1,213.78,4,2,1,421,Platinum
4458,1,329.34,2,2,2,222,Silver
4400,2,251.7,4,3,1,431,Platinum
4390,2,319.0,5,3,2,532,Titanium
4415,3,1266.97,4,4,4,444,Platinum
4404,3,1538.88,4,4,4,444,Platinum
4414,6,3518.03,4,5,5,455,Platinum
4411,10,1715.46,4,5,4,454,Platinum
4404,2,293.1,4,3,2,432,Platinum
4415,7,2467.35,4,5,5,455,Platinum
4667,1,158.68,1,2,1,121,Bronze
4421,2,206.34,3,3,1,331,Gold
4440,2,835.78,3,3,3,333,Gold
4672,1,224.91,1,2,1,121,Bronze
4461,1,317.76,2,2,2,222,Silver
4388,8,3766.6,5,5,5,555,Titanium
4600,1,59.9,1,2,1,121,Bronze
4427,4,1443.69,3,4,4,344,Gold
4584,1,306.13,1,2,2,122,Bronze
4561,3,711.79,2,4,3,243,Silver
4439,4,783.97,3,4,3,343,Gold
4440,2,239.92000000000002,3,3,1,331,Gold
4390,6,3347.31,5,5,5,555,Titanium
4429,2,144.0,3,3,1,331,Gold
4609,1,203.95,1,2,1,121,Bronze
4394,7,2474.23,5,5,5,555,Titanium
4489,2,391.25,2,3,2,232,Silver
4441,2,444.74,3,3,2,332,Gold
4411,7,2172.28,4,5,5,455,Platinum
4418,7,1699.3,3,5,4,354,Gold
4656,2,388.04,1,3,2,132,Bronze
4412,1,1013.01,4,2,4,424,Platinum
4406,3,723.27,4,4,3,443,Platinum
4436,1,289.78,3,2,2,322,Gold
4418,6,3564.83,3,5,5,355,Gold
4558,4,1564.56,2,4,4,244,Silver
4436,1,384.08,3,2,2,322,Gold
4436,1,204.24,3,2,1,321,Gold
4409,8,2334.16,4,5,5,455,Platinum
4636,1,226.85,1,2,1,121,Bronze
4423,7,2781.23,3,5,5,355,Gold
4443,6,1074.47,3,5,4,354,Gold
4617,1,113.5,1,2,1,121,Bronze
4387,10,2010.77,5,5,4,554,Titanium
4414,1,116.78,4,2,1,421,Platinum
4407,14,3273.22,4,5,5,455,Platinum
4390,2,334.48,5,3,2,532,Titanium
4448,1,328.65,3,2,2,322,Gold
4693,2,433.79,1,3,2,132,Bronze
4691,1,393.49,1,2,2,122,Bronze
4401,6,1043.8700000000001,4,5,4,454,Platinum
4398,8,1939.3700000000001,4,5,4,454,Platinum
4479,2,318.76,2,3,2,232,Silver
4647,8,3638.41,1,5,5,155,Bronze
4395,10,3251.3,5,5,5,555,Titanium
4385,2,417.77,5,3,2,532,Titanium
4418,1,190.88,3,2,1,321,Gold
4565,1,149.89,1,2,1,121,Bronze
4408,2,550.06,4,3,3,433,Platinum
4395,6,941.09,5,5,3,553,Titanium
4394,2,314.69,5,3,2,532,Titanium
4385,17,3978.14,5,5,5,555,Titanium
4695,1,382.5,1,2,2,122,Bronze
4491,2,1135.04,2,3,4,234,Silver
4384,26,8678.55,5,5,5,555,Titanium
4436,1,954.9,3,2,4,324,Gold
4587,1,171.45,1,2,1,121,Bronze
4398,1,286.39,4,2,2,422,Platinum
4503,1,326.90000000000003,2,2,2,222,Silver
4386,2,384.57,5,3,2,532,Titanium
4745,1,269.83,1,2,2,122,Bronze
4499,2,348.91,2,3,2,232,Silver
4401,1,178.26,4,2,1,421,Platinum
4387,2,271.19,5,3,2,532,Titanium
4423,2,362.58,3,3,2,332,Gold
4490,2,285.9,2,3,2,232,Silver
4531,2,626.58,2,3,3,233,Silver
4435,5,1253.3600000000001,3,4,4,344,Gold
4591,1,63.44,1,2,1,121,Bronze
4521,2,578.4,2,3,3,233,Silver
4385,3,371.1,5,4,2,542,Titanium
4510,2,317.2,2,3,2,232,Silver
4490,4,763.64,2,4,3,243,Silver
4425,4,2148.63,3,4,5,345,Gold
4418,1,114.57,3,2,1,321,Gold
4610,2,1065.35,1,3,4,134,Bronze
4624,1,246.04,1,2,1,121,Bronze
4440,1,281.43,3,2,2,322,Gold
4513,3,1689.81,2,4,4,244,Silver
4443,6,1664.68,3,5,4,354,Gold
4404,1,151.37,4,2,1,421,Platinum
4409,7,1049.06,4,5,4,454,Platinum
4392,7,1504.0,5,5,4,554,Titanium
4414,3,1054.41,4,4,4,444,Platinum
4386,2,522.23,5,3,3,533,Titanium
4691,1,550.8000000000001,1,2,3,123,Bronze
4391,9,1876.26,5,5,4,554,Titanium
4411,3,547.0,4,4,3,443,Platinum
4400,1,128.18,4,2,1,421,Platinum
4484,2,498.42,2,3,3,233,Silver
4394,4,656.61,5,4,3,543,Titanium
4404,1,163.24,4,2,1,421,Platinum
4397,5,1135.63,5,4,4,544,Titanium
4744,1,250.04,1,2,1,121,Bronze
4393,19,8631.31,5,5,5,555,Titanium
4478,1,97.75,2,2,1,221,Silver
4461,2,1384.85,2,3,4,234,Silver
4521,3,644.3,2,4,3,243,Silver
4414,1,2328.84,4,2,5,425,Platinum
4407,8,2527.92,4,5,5,455,Platinum
4384,38,6524.13,5,5,5,555,Titanium
4429,3,2600.34,3,4,5,345,Gold
4483,3,1200.6200000000001,2,4,4,244,Silver
4391,2,695.11,5,3,3,533,Titanium
4398,7,921.96,4,5,3,453,Platinum
4400,4,986.48,4,4,4,444,Platinum
4663,1,96.8,1,2,1,121,Bronze
4397,2,523.11,5,3,3,533,Titanium
4405,2,363.9,4,3,2,432,Platinum
4506,1,175.2,2,2,1,221,Silver
4468,1,494.25,2,2,3,223,Silver
4685,2,307.02,1,3,2,132,Bronze
4534,4,2043.18,2,4,4,244,Silver
4400,8,6896.14,4,5,5,455,Platinum
4477,2,243.36,2,3,1,231,Silver
4412,11,12353.29,4,5,5,455,Platinum
4539,3,747.54,2,4,3,243,Silver
4738,1,193.64000000000001,1,2,1,121,Bronze
4429,1,157.62,3,2,1,321,Gold
4398,4,582.0,4,4,3,443,Platinum
4386,15,2667.73,5,5,5,555,Titanium
4469,1,228.96,2,2,1,221,Silver
4397,5,1193.65,5,4,4,544,Titanium
4562,1,98.25,2,2,1,221,Silver
4391,4,1314.36,5,4,4,544,Titanium
4419,3,587.15,3,4,3,343,Gold
4512,2,1740.0,2,3,4,234,Silver
4433,1,1571.26,3,2,4,324,Gold
4694,1,178.22,1,2,1,121,Bronze
4407,2,495.78,4,3,3,433,Platinum
4686,2,372.61,1,3,2,132,Bronze
4394,1,177.24,5,2,1,521,Titanium
4400,3,656.62,4,4,3,443,Platinum
4432,3,519.45,3,4,3,343,Gold
4622,2,312.23,1,3,2,132,Bronze
4383,11,4495.33,5,5,5,555,Titanium
4395,8,5045.81,5,5,5,555,Titanium
4621,1,167.55,1,2,1,121,Bronze
4406,8,2433.87,4,5,5,455,Platinum
4455,4,446.18,2,4,2,242,Silver
4400,3,418.4,4,4,2,442,Platinum
4423,8,1367.88,3,5,4,354,Gold
4423,4,646.92,3,4,3,343,Gold
4601,2,495.77,1,3,3,133,Bronze
4582,3,400.1,1,4,2,142,Bronze
4453,2,203.2,3,3,1,331,Gold
4406,20,4119.97,4,5,5,455,Platinum
4394,1,454.41,5,2,2,522,Titanium
4391,29,20275.61,5,5,5,555,Titanium
4448,1,65.4,3,2,1,321,Gold
4387,1,193.39,5,2,1,521,Titanium
4402,2,336.40000000000003,4,3,2,432,Platinum
4397,1,270.26,5,2,2,522,Titanium
4390,6,2686.42,5,5,5,555,Titanium
4402,2,776.51,4,3,3,433,Platinum
4460,4,1259.56,2,4,4,244,Silver
4383,34,31833.68,5,5,5,555,Titanium
4546,2,508.8,2,3,3,233,Silver
4689,2,453.04,1,3,2,132,Bronze
4602,1,203.86999999999998,1,2,1,121,Bronze
4422,8,7330.8,3,5,5,355,Gold
4405,2,681.41,4,3,3,433,Platinum
4497,3,653.38,2,4,3,243,Silver
4509,5,2141.55,2,4,5,245,Silver
4387,13,2633.85,5,5,5,555,Titanium
4419,1,263.92,3,2,2,322,Gold
4384,3,1031.41,5,4,4,544,Titanium
4716,3,2250.86,1,4,5,145,Bronze
4546,1,32.65,2,2,1,221,Silver
4567,2,771.85,1,3,3,133,Bronze
4399,5,1214.72,4,4,4,444,Platinum
4395,3,778.94,5,4,3,543,Titanium
4385,7,1258.06,5,5,4,554,Titanium
4426,2,778.0,3,3,3,333,Gold
4462,1,507.84,2,2,3,223,Silver
4412,7,6893.42,4,5,5,455,Platinum
4425,2,463.46,3,3,2,332,Gold
4394,12,4226.57,5,5,5,555,Titanium
4433,3,598.83,3,4,3,343,Gold
4399,6,1979.37,4,5,4,454,Platinum
4429,2,698.41,3,3,3,333,Gold
4402,2,759.1700000000001,4,3,3,433,Platinum
4391,6,5037.26,5,5,5,555,Titanium
4454,1,100.8,3,2,1,321,Gold
4383,28,17256.85,5,5,5,555,Titanium
4511,3,524.9200000000001,2,4,3,243,Silver
4415,2,265.76,4,3,2,432,Platinum
4696,1,407.46999999999997,1,2,2,122,Bronze
4401,2,365.76,4,3,2,432,Platinum
4471,1,308.11,2,2,2,222,Silver
4385,7,2373.82,5,5,5,555,Titanium
4384,2,216.29999999999998,5,3,1,531,Titanium
4636,1,388.45000000000005,1,2,2,122,Bronze
4539,3,186.42,2,4,1,241,Silver
4419,6,2248.56,3,5,5,355,Gold
4559,2,120.9,2,3,1,231,Silver
4423,2,541.53,3,3,3,333,Gold
